,team,from,to,elo
266603,Valladolid,2020-09-25,2020-09-26,1648.7578125
266604,Valladolid,2020-09-27,2020-09-27,1648.7578125
266605,Valladolid,2020-09-28,2020-09-30,1647.81079102
266606,Valladolid,2020-10-01,2020-10-01,1646.08325195
266607,Valladolid,2020-10-02,2020-10-03,1648.74560547
266608,Valladolid,2020-10-04,2020-10-11,1639.18811035
266609,Valladolid,2020-10-12,2020-10-16,1639.18811035
266610,Valladolid,2020-10-17,2020-10-17,1639.18811035
266611,Valladolid,2020-10-18,2020-10-18,1639.18811035
266612,Valladolid,2020-10-19,2020-10-20,1639.87841797
266613,Valladolid,2020-10-21,2020-10-21,1640.56494141
266614,Valladolid,2020-10-22,2020-10-22,1633.97229004
266615,Valladolid,2020-10-23,2020-10-24,1638.21582031
266616,Valladolid,2020-10-25,2020-10-25,1638.21582031
266617,Valladolid,2020-10-26,2020-10-27,1623.64404297
266618,Valladolid,2020-10-28,2020-10-28,1624.15222168
266619,Valladolid,2020-10-29,2020-10-29,1628.29187012
266620,Valladolid,2020-10-30,2020-11-02,1624.53063965
266621,Valladolid,2020-11-03,2020-11-03,1620.07165527
266622,Valladolid,2020-11-04,2020-11-04,1619.48034668
266623,Valladolid,2020-11-05,2020-11-05,1620.44384766
266624,Valladolid,2020-11-06,2020-11-07,1624.20336914
266625,Valladolid,2020-11-08,2020-11-08,1624.20336914
266626,Valladolid,2020-11-09,2020-11-22,1633.37475586
266627,Valladolid,2020-11-23,2020-11-24,1651.20898438
266628,Valladolid,2020-11-25,2020-11-25,1653.58117676
266629,Valladolid,2020-11-26,2020-11-26,1654.27282715
266630,Valladolid,2020-11-27,2020-11-27,1652.20068359
266631,Valladolid,2020-11-28,2020-11-28,1651.53686523
266632,Valladolid,2020-11-29,2020-12-01,1651.53686523
266633,Valladolid,2020-12-02,2020-12-02,1647.66015625
266634,Valladolid,2020-12-03,2020-12-03,1642.99499512
266635,Valladolid,2020-12-04,2020-12-04,1637.88574219
266636,Valladolid,2020-12-05,2020-12-05,1637.88574219
266637,Valladolid,2020-12-06,2020-12-06,1635.04870605
266638,Valladolid,2020-12-07,2020-12-08,1635.04870605
266639,Valladolid,2020-12-09,2020-12-09,1630.99560547
266640,Valladolid,2020-12-10,2020-12-10,1635.45983887
266641,Valladolid,2020-12-11,2020-12-11,1635.57641602
266642,Valladolid,2020-12-12,2020-12-12,1643.07055664
266643,Valladolid,2020-12-13,2020-12-16,1643.07055664
266644,Valladolid,2020-12-17,2020-12-19,1643.07055664
266645,Valladolid,2020-12-20,2020-12-22,1649.28405762
266646,Valladolid,2020-12-23,2020-12-23,1643.33776855
266647,Valladolid,2020-12-24,2020-12-29,1643.33776855
266648,Valladolid,2020-12-30,2020-12-30,1643.34851074
266649,Valladolid,2020-12-31,2021-01-02,1643.34851074
266650,Valladolid,2021-01-03,2021-01-03,1654.76159668
266651,Valladolid,2021-01-04,2021-01-09,1654.76159668
266652,Valladolid,2021-01-10,2021-01-10,1654.76159668
266653,Valladolid,2021-01-11,2021-01-19,1646.35302734
266654,Valladolid,2021-01-20,2021-01-20,1642.72546387
266655,Valladolid,2021-01-21,2021-01-22,1642.72546387
266656,Valladolid,2021-01-23,2021-01-23,1645.97473145
266657,Valladolid,2021-01-24,2021-01-24,1645.97473145
266658,Valladolid,2021-01-25,2021-01-29,1645.97473145
266659,Valladolid,2021-01-30,2021-01-30,1629.78186035
266660,Valladolid,2021-01-31,2021-01-31,1629.78186035
266661,Valladolid,2021-02-01,2021-02-01,1629.78186035
266662,Valladolid,2021-02-02,2021-02-02,1629.78186035
266663,Valladolid,2021-02-03,2021-02-05,1629.78186035
266664,Valladolid,2021-02-06,2021-02-06,1622.98608398
266665,Valladolid,2021-02-07,2021-02-07,1622.98608398
266666,Valladolid,2021-02-08,2021-02-12,1622.98608398
266667,Valladolid,2021-02-13,2021-02-13,1622.98608398
266668,Valladolid,2021-02-14,2021-02-14,1625.48046875
266669,Valladolid,2021-02-15,2021-02-15,1625.48046875
266670,Valladolid,2021-02-16,2021-02-16,1625.48046875
266671,Valladolid,2021-02-17,2021-02-17,1619.01391602
266672,Valladolid,2021-02-18,2021-02-18,1615.72753906
266673,Valladolid,2021-02-19,2021-02-19,1620.12963867
266674,Valladolid,2021-02-20,2021-02-20,1620.12963867
266675,Valladolid,2021-02-21,2021-02-21,1617.03100586
266676,Valladolid,2021-02-22,2021-02-23,1617.03100586
266677,Valladolid,2021-02-24,2021-02-24,1614.36303711
266678,Valladolid,2021-02-25,2021-02-25,1616.07104492
266679,Valladolid,2021-02-26,2021-02-28,1617.24975586
266680,Valladolid,2021-03-01,2021-03-06,1620.34729004
266681,Valladolid,2021-03-07,2021-03-09,1628.70275879
266682,Valladolid,2021-03-10,2021-03-10,1628.20324707
266683,Valladolid,2021-03-11,2021-03-11,1627.58581543
266684,Valladolid,2021-03-12,2021-03-13,1632.43115234
266685,Valladolid,2021-03-14,2021-03-14,1635.17456055
266686,Valladolid,2021-03-15,2021-03-16,1635.17456055
266687,Valladolid,2021-03-17,2021-03-17,1637.39758301
266688,Valladolid,2021-03-18,2021-03-18,1633.49047852
266689,Valladolid,2021-03-19,2021-03-20,1633.95739746
266690,Valladolid,2021-03-21,2021-03-26,1637.82104492
266691,Valladolid,2021-03-27,2021-04-05,1637.82104492
266692,Valladolid,2021-04-06,2021-04-06,1636.26953125
266693,Valladolid,2021-04-07,2021-04-07,1639.49230957
266694,Valladolid,2021-04-08,2021-04-08,1639.49230957
266695,Valladolid,2021-04-09,2021-04-09,1639.97363281
266696,Valladolid,2021-04-10,2021-04-10,1639.97363281
266697,Valladolid,2021-04-11,2021-04-11,1639.97363281
266698,Valladolid,2021-04-12,2021-04-14,1631.43945312
266699,Valladolid,2021-04-15,2021-04-15,1632.54907227
266700,Valladolid,2021-04-16,2021-04-21,1633.54724121
266701,Valladolid,2021-04-22,2021-04-23,1633.47229004
266702,Valladolid,2021-04-24,2021-04-24,1633.47229004
266703,Valladolid,2021-04-25,2021-04-27,1631.15307617
266704,Valladolid,2021-04-28,2021-04-28,1630.41040039
266705,Valladolid,2021-04-29,2021-04-29,1634.70031738
266706,Valladolid,2021-04-30,2021-05-02,1636.38012695
266707,Valladolid,2021-05-03,2021-05-04,1637.26062012
266708,Valladolid,2021-05-05,2021-05-05,1637.26062012
266709,Valladolid,2021-05-06,2021-05-06,1632.47802734
266710,Valladolid,2021-05-07,2021-05-08,1634.60705566
266711,Valladolid,2021-05-09,2021-05-09,1634.60705566
266712,Valladolid,2021-05-10,2021-05-11,1625.28125
266713,Valladolid,2021-05-12,2021-05-13,1625.28125
266714,Valladolid,2021-05-14,2021-05-16,1618.06054688
266715,Valladolid,2021-05-17,2021-05-22,1611.26306152
266716,Valladolid,2021-05-23,2021-05-26,1608.03503418
266717,Valladolid,2021-05-27,2021-06-02,1608.97680664
266718,Valladolid,2021-06-03,2021-06-20,1608.97680664
266719,Valladolid,2021-06-21,2021-07-01,1608.97680664
266720,Valladolid,2021-07-02,2021-08-13,1608.97680664
266721,Valladolid,2021-08-14,2021-08-14,1608.97680664
266722,Valladolid,2021-08-15,2021-08-15,1608.97680664
266723,Valladolid,2021-08-16,2021-08-18,1607.79614258
266724,Valladolid,2021-08-19,2021-08-19,1607.79614258
266725,Valladolid,2021-08-20,2021-08-20,1607.79614258
266726,Valladolid,2021-08-21,2021-08-21,1613.62988281
266727,Valladolid,2021-08-22,2021-08-26,1613.62988281
266728,Valladolid,2021-08-27,2021-08-27,1613.62988281
266729,Valladolid,2021-08-28,2021-08-29,1613.62988281
266730,Valladolid,2021-08-30,2021-09-05,1621.64807129
266731,Valladolid,2021-09-06,2021-09-11,1602.30297852
266732,Valladolid,2021-09-12,2021-09-12,1602.30297852
266733,Valladolid,2021-09-13,2021-09-14,1586.20031738
266734,Valladolid,2021-09-15,2021-09-15,1580.00463867
266735,Valladolid,2021-09-16,2021-09-16,1581.48571777
266736,Valladolid,2021-09-17,2021-09-18,1582.60754395
266737,Valladolid,2021-09-19,2021-09-26,1575.50830078
266738,Valladolid,2021-09-27,2021-09-28,1581.49731445
266739,Valladolid,2021-09-29,2021-09-29,1578.63317871
266740,Valladolid,2021-09-30,2021-09-30,1572.31298828
266741,Valladolid,2021-10-01,2021-10-01,1573.18066406
266742,Valladolid,2021-10-02,2021-10-08,1572.92602539
266743,Valladolid,2021-10-09,2021-10-17,1568.98388672
266744,Valladolid,2021-10-18,2021-10-19,1582.80847168
266745,Valladolid,2021-10-20,2021-10-20,1583.29504395
266746,Valladolid,2021-10-21,2021-10-21,1582.46484375
266747,Valladolid,2021-10-22,2021-10-23,1583.50952148
266748,Valladolid,2021-10-24,2021-10-31,1592.6829834
266749,Valladolid,2021-11-01,2021-11-02,1603.24255371
266750,Valladolid,2021-11-03,2021-11-03,1602.49804688
266751,Valladolid,2021-11-04,2021-11-04,1582.19348145
266752,Valladolid,2021-11-05,2021-11-06,1576.15112305
266753,Valladolid,2021-11-07,2021-11-13,1582.15979004
266754,Valladolid,2021-11-14,2021-11-20,1589.89916992
266755,Valladolid,2021-11-21,2021-11-23,1581.86022949
266756,Valladolid,2021-11-24,2021-11-24,1579.45349121
266757,Valladolid,2021-11-25,2021-11-25,1576.6739502
266758,Valladolid,2021-11-26,2021-11-27,1575.11071777
266759,Valladolid,2021-11-28,2021-12-03,1581.1953125
266760,Valladolid,2021-12-04,2021-12-07,1573.71569824
266761,Valladolid,2021-12-08,2021-12-08,1580.21691895
266762,Valladolid,2021-12-09,2021-12-09,1576.32702637
266763,Valladolid,2021-12-10,2021-12-12,1579.5949707
266764,Valladolid,2021-12-13,2021-12-19,1584.80126953
266765,Valladolid,2021-12-20,2022-01-02,1592.44787598
266766,Valladolid,2022-01-03,2022-01-08,1598.09521484
266767,Valladolid,2022-01-09,2022-01-09,1601.94995117
266768,Valladolid,2022-01-10,2022-01-10,1601.94995117
266769,Valladolid,2022-01-11,2022-01-11,1601.94995117
266770,Valladolid,2022-01-12,2022-01-15,1601.94995117
266771,Valladolid,2022-01-16,2022-01-16,1601.94995117
266772,Valladolid,2022-01-17,2022-01-22,1601.94995117
266773,Valladolid,2022-01-23,2022-01-23,1600.22912598
266774,Valladolid,2022-01-24,2022-01-24,1600.22912598
266775,Valladolid,2022-01-25,2022-01-28,1600.22912598
266776,Valladolid,2022-01-29,2022-02-02,1604.72302246
266777,Valladolid,2022-02-03,2022-02-05,1604.72302246
266778,Valladolid,2022-02-06,2022-02-06,1604.72302246
266779,Valladolid,2022-02-07,2022-02-09,1602.29284668
266780,Valladolid,2022-02-10,2022-02-12,1602.29284668
266781,Valladolid,2022-02-13,2022-02-15,1599.75964355
266782,Valladolid,2022-02-16,2022-02-16,1598.54003906
266783,Valladolid,2022-02-17,2022-02-17,1598.54003906
266784,Valladolid,2022-02-18,2022-02-18,1601.23327637
266785,Valladolid,2022-02-19,2022-02-22,1607.91943359
266786,Valladolid,2022-02-23,2022-02-23,1607.3494873
266787,Valladolid,2022-02-24,2022-02-24,1606.8572998
266788,Valladolid,2022-02-25,2022-02-26,1607.18737793
266789,Valladolid,2022-02-27,2022-02-27,1607.18737793
266790,Valladolid,2022-02-28,2022-03-04,1613.42407227
266791,Valladolid,2022-03-05,2022-03-05,1613.42407227
266792,Valladolid,2022-03-06,2022-03-06,1628.54724121
266793,Valladolid,2022-03-07,2022-03-09,1628.54724121
266794,Valladolid,2022-03-10,2022-03-10,1630.11108398
266795,Valladolid,2022-03-11,2022-03-13,1630.64379883
266796,Valladolid,2022-03-14,2022-03-15,1614.63781738
266797,Valladolid,2022-03-16,2022-03-16,1618.6920166
266798,Valladolid,2022-03-17,2022-03-17,1624.8828125
266799,Valladolid,2022-03-18,2022-03-19,1620.12927246
266800,Valladolid,2022-03-20,2022-03-20,1607.25878906
266801,Valladolid,2022-03-21,2022-03-27,1607.25878906
266802,Valladolid,2022-03-28,2022-04-02,1611.74450684
266803,Valladolid,2022-04-03,2022-04-03,1618.59301758
266804,Valladolid,2022-04-04,2022-04-05,1618.59301758
266805,Valladolid,2022-04-06,2022-04-06,1618.09155273
266806,Valladolid,2022-04-07,2022-04-07,1622.70861816
266807,Valladolid,2022-04-08,2022-04-09,1622.75817871
266808,Valladolid,2022-04-10,2022-04-10,1619.40771484
266809,Valladolid,2022-04-11,2022-04-12,1619.40771484
266810,Valladolid,2022-04-13,2022-04-13,1622.89526367
266811,Valladolid,2022-04-14,2022-04-14,1622.02819824
266812,Valladolid,2022-04-15,2022-04-15,1616.42102051
266813,Valladolid,2022-04-16,2022-04-16,1616.42102051
266814,Valladolid,2022-04-17,2022-04-18,1613.99279785
266815,Valladolid,2022-04-19,2022-04-21,1613.99279785
266816,Valladolid,2022-04-22,2022-04-23,1613.99279785
266817,Valladolid,2022-04-24,2022-04-24,1613.99279785
266818,Valladolid,2022-04-25,2022-04-26,1620.53601074
266819,Valladolid,2022-04-27,2022-04-27,1619.68029785
266820,Valladolid,2022-04-28,2022-04-28,1618.92333984
266821,Valladolid,2022-04-29,2022-04-29,1618.92333984
266822,Valladolid,2022-04-30,2022-04-30,1618.92333984
266823,Valladolid,2022-05-01,2022-05-01,1618.92333984
266824,Valladolid,2022-05-02,2022-05-02,1618.92333984
266825,Valladolid,2022-05-03,2022-05-03,1604.75463867
266826,Valladolid,2022-05-04,2022-05-04,1604.15002441
266827,Valladolid,2022-05-05,2022-05-05,1608.95373535
266828,Valladolid,2022-05-06,2022-05-07,1608.95373535
266829,Valladolid,2022-05-08,2022-05-08,1608.95373535
266830,Valladolid,2022-05-09,2022-05-11,1623.46289062
266831,Valladolid,2022-05-12,2022-05-14,1623.46289062
266832,Valladolid,2022-05-15,2022-05-15,1629.67785645
266833,Valladolid,2022-05-16,2022-05-20,1629.67785645
266834,Valladolid,2022-05-21,2022-05-21,1629.67785645
266835,Valladolid,2022-05-22,2022-05-22,1635.49853516
266836,Valladolid,2022-05-23,2022-05-25,1635.49853516
266837,Valladolid,2022-05-26,2022-05-26,1635.49853516
266838,Valladolid,2022-05-27,2022-05-28,1635.49853516
266839,Valladolid,2022-05-29,2022-05-29,1638.58349609
266840,Valladolid,2022-05-30,2022-07-01,1646.58581543
266841,Valladolid,2022-07-02,2022-07-21,1646.58581543
266842,Valladolid,2022-07-22,2022-07-24,1646.58581543
266843,Valladolid,2022-07-25,2022-07-31,1646.58581543
266844,Valladolid,2022-08-01,2022-08-03,1646.58581543
266845,Valladolid,2022-08-04,2022-08-11,1646.58581543
266846,Valladolid,2022-08-12,2022-08-13,1646.58581543
266847,Valladolid,2022-08-14,2022-08-14,1638.61132812
266848,Valladolid,2022-08-15,2022-08-18,1638.61132812
266849,Valladolid,2022-08-19,2022-08-19,1638.95092773
266850,Valladolid,2022-08-20,2022-08-20,1644.67199707
266851,Valladolid,2022-08-21,2022-08-21,1644.67199707
266852,Valladolid,2022-08-22,2022-08-23,1644.67199707
266853,Valladolid,2022-08-24,2022-08-24,1644.67199707
266854,Valladolid,2022-08-25,2022-08-25,1644.67199707
266855,Valladolid,2022-08-26,2022-08-27,1645.10949707
266856,Valladolid,2022-08-28,2022-08-28,1645.10949707
266857,Valladolid,2022-08-29,2022-08-31,1640.59924316
266858,Valladolid,2022-09-01,2022-09-01,1640.59924316
266859,Valladolid,2022-09-02,2022-09-02,1640.59924316
266860,Valladolid,2022-09-03,2022-09-03,1640.59924316
266861,Valladolid,2022-09-04,2022-09-05,1640.59924316
266862,Valladolid,2022-09-06,2022-09-06,1647.34973145
266863,Valladolid,2022-09-07,2022-09-07,1646.15930176
266864,Valladolid,2022-09-08,2022-09-08,1649.07275391
266865,Valladolid,2022-09-09,2022-09-09,1653.27429199
266866,Valladolid,2022-09-10,2022-09-10,1645.5612793
266867,Valladolid,2022-09-11,2022-09-11,1645.5612793
266868,Valladolid,2022-09-12,2022-09-12,1645.5612793
266869,Valladolid,2022-09-13,2022-09-13,1645.5612793
266870,Valladolid,2022-09-14,2022-09-14,1638.54077148
266871,Valladolid,2022-09-15,2022-09-15,1638.06408691
266872,Valladolid,2022-09-16,2022-09-16,1639.71936035
266873,Valladolid,2022-09-17,2022-09-18,1629.49707031
266874,Valladolid,2022-09-19,2022-09-26,1629.49707031
266875,Valladolid,2022-09-27,2022-10-01,1629.49707031
266876,Valladolid,2022-10-02,2022-10-02,1640.23205566
266877,Valladolid,2022-10-03,2022-10-04,1640.23205566
266878,Valladolid,2022-10-05,2022-10-05,1632.46630859
266879,Valladolid,2022-10-06,2022-10-06,1627.86669922
266880,Valladolid,2022-10-07,2022-10-09,1632.84448242
266881,Valladolid,2022-10-10,2022-10-10,1635.93566895
266882,Valladolid,2022-10-11,2022-10-11,1635.93566895
266883,Valladolid,2022-10-12,2022-10-12,1634.96862793
266884,Valladolid,2022-10-13,2022-10-13,1632.07275391
266885,Valladolid,2022-10-14,2022-10-15,1632.55004883
266886,Valladolid,2022-10-16,2022-10-16,1632.55004883
266887,Valladolid,2022-10-17,2022-10-19,1625.77819824
266888,Valladolid,2022-10-20,2022-10-22,1639.9954834
266889,Valladolid,2022-10-23,2022-10-23,1650.45239258
266890,Valladolid,2022-10-24,2022-10-25,1650.45239258
266891,Valladolid,2022-10-26,2022-10-26,1648.4519043
266892,Valladolid,2022-10-27,2022-10-27,1643.0567627
266893,Valladolid,2022-10-28,2022-10-28,1642.78930664
266894,Valladolid,2022-10-29,2022-10-29,1642.78930664
266895,Valladolid,2022-10-30,2022-10-30,1642.78930664
266896,Valladolid,2022-10-31,2022-11-01,1634.39367676
266897,Valladolid,2022-11-02,2022-11-02,1633.9654541
266898,Valladolid,2022-11-03,2022-11-03,1633.96984863
266899,Valladolid,2022-11-04,2022-11-05,1624.64587402
266900,Valladolid,2022-11-06,2022-11-06,1629.73632812
266901,Valladolid,2022-11-07,2022-11-07,1629.73632812
266902,Valladolid,2022-11-08,2022-11-08,1629.73632812
266903,Valladolid,2022-11-09,2022-11-12,1621.99890137
266904,Valladolid,2022-11-13,2022-11-13,1621.99890137
266905,Valladolid,2022-11-14,2022-12-10,1621.99890137
266906,Valladolid,2022-12-11,2022-12-21,1621.99890137
266907,Valladolid,2022-12-22,2022-12-26,1621.99890137
266908,Valladolid,2022-12-27,2022-12-30,1621.99890137
266909,Valladolid,2022-12-31,2023-01-04,1618.53210449
266910,Valladolid,2023-01-05,2023-01-07,1618.53210449
266911,Valladolid,2023-01-08,2023-01-08,1612.19775391
266912,Valladolid,2023-01-09,2023-01-13,1612.19775391
266913,Valladolid,2023-01-14,2023-01-14,1612.19775391
266914,Valladolid,2023-01-15,2023-01-21,1602.93505859
266915,Valladolid,2023-01-22,2023-01-29,1598.02478027
266916,Valladolid,2023-01-30,2023-02-01,1606.16918945
266917,Valladolid,2023-02-02,2023-02-04,1606.16918945
266918,Valladolid,2023-02-05,2023-02-05,1606.16918945
266919,Valladolid,2023-02-06,2023-02-06,1620.15344238
266920,Valladolid,2023-02-07,2023-02-12,1620.15344238
266921,Valladolid,2023-02-13,2023-02-15,1619.43554688
266922,Valladolid,2023-02-16,2023-02-16,1619.43554688
266923,Valladolid,2023-02-17,2023-02-18,1622.75476074
266924,Valladolid,2023-02-19,2023-02-19,1619.19543457
266925,Valladolid,2023-02-20,2023-02-21,1619.19543457
266926,Valladolid,2023-02-22,2023-02-23,1623.7121582
266927,Valladolid,2023-02-24,2023-02-25,1619.79614258
266928,Valladolid,2023-02-26,2023-02-26,1619.79614258
266929,Valladolid,2023-02-27,2023-03-05,1610.60510254
266930,Valladolid,2023-03-06,2023-03-09,1617.52087402
266931,Valladolid,2023-03-10,2023-03-11,1614.66967773
266932,Valladolid,2023-03-12,2023-03-12,1614.99438477
266933,Valladolid,2023-03-13,2023-03-15,1614.99438477
266934,Valladolid,2023-03-16,2023-03-16,1616.69787598
266935,Valladolid,2023-03-17,2023-03-17,1608.28100586
266936,Valladolid,2023-03-18,2023-04-02,1597.24597168
266937,Valladolid,2023-04-03,2023-04-09,1594.5057373
266938,Valladolid,2023-04-10,2023-04-12,1593.13537598
266939,Valladolid,2023-04-13,2023-04-13,1595.02416992
266940,Valladolid,2023-04-14,2023-04-15,1595.94226074
266941,Valladolid,2023-04-16,2023-04-16,1609.33447266
266942,Valladolid,2023-04-17,2023-04-18,1609.33447266
266943,Valladolid,2023-04-19,2023-04-20,1611.32409668
266944,Valladolid,2023-04-21,2023-04-21,1619.5
266945,Valladolid,2023-04-22,2023-04-22,1619.5
266946,Valladolid,2023-04-23,2023-04-23,1626.48181152
266947,Valladolid,2023-04-24,2023-04-26,1626.48181152
266948,Valladolid,2023-04-27,2023-04-27,1626.48181152
266949,Valladolid,2023-04-28,2023-04-29,1620.61242676
266950,Valladolid,2023-04-30,2023-04-30,1620.61242676
266951,Valladolid,2023-05-01,2023-05-02,1612.85144043
266952,Valladolid,2023-05-03,2023-05-04,1612.85144043
266953,Valladolid,2023-05-05,2023-05-09,1607.29150391
266954,Valladolid,2023-05-10,2023-05-11,1607.16357422
266955,Valladolid,2023-05-12,2023-05-14,1607.95874023
266956,Valladolid,2023-05-15,2023-05-17,1597.69702148
266957,Valladolid,2023-05-18,2023-05-18,1595.03845215
266958,Valladolid,2023-05-19,2023-05-19,1598.32324219
266959,Valladolid,2023-05-20,2023-05-23,1590.57495117
266960,Valladolid,2023-05-24,2023-05-28,1609.85290527
266961,Valladolid,2023-05-29,2023-05-31,1612.34020996
266962,Valladolid,2023-06-01,2023-06-04,1612.50512695
266963,Valladolid,2023-06-05,2023-08-27,1611.41174316
266964,Valladolid,2023-08-28,2023-12-31,1611.41174316
270756,Osasuna,2013-12-29,2014-01-04,1652.29370117
270757,Osasuna,2014-01-05,2014-01-05,1652.29370117
270758,Osasuna,2014-01-06,2014-01-10,1659.50305176
270759,Osasuna,2014-01-11,2014-01-12,1659.50305176
270760,Osasuna,2014-01-13,2014-01-18,1669.18188477
270761,Osasuna,2014-01-19,2014-01-19,1671.2401123
270762,Osasuna,2014-01-20,2014-01-25,1671.2401123
270763,Osasuna,2014-01-26,2014-01-26,1671.2401123
270764,Osasuna,2014-01-27,2014-02-01,1655.68969727
270765,Osasuna,2014-02-02,2014-02-02,1655.68969727
270766,Osasuna,2014-02-03,2014-02-03,1655.68969727
270767,Osasuna,2014-02-04,2014-02-07,1649.74804688
270768,Osasuna,2014-02-08,2014-02-09,1649.74804688
270769,Osasuna,2014-02-10,2014-02-11,1659.21887207
270770,Osasuna,2014-02-12,2014-02-14,1659.21887207
270771,Osasuna,2014-02-15,2014-02-16,1660.44909668
270772,Osasuna,2014-02-17,2014-02-18,1660.44909668
270773,Osasuna,2014-02-19,2014-02-19,1663.35205078
270774,Osasuna,2014-02-20,2014-02-20,1664.34033203
270775,Osasuna,2014-02-21,2014-02-22,1666.10058594
270776,Osasuna,2014-02-23,2014-02-23,1666.10058594
270777,Osasuna,2014-02-24,2014-02-25,1688.41357422
270778,Osasuna,2014-02-26,2014-02-26,1688.41357422
270779,Osasuna,2014-02-27,2014-02-27,1689.97937012
270780,Osasuna,2014-02-28,2014-03-01,1696.73168945
270781,Osasuna,2014-03-02,2014-03-02,1688.14880371
270782,Osasuna,2014-03-03,2014-03-08,1688.14880371
270783,Osasuna,2014-03-09,2014-03-10,1688.14880371
270784,Osasuna,2014-03-11,2014-03-11,1674.49829102
270785,Osasuna,2014-03-12,2014-03-12,1675.84130859
270786,Osasuna,2014-03-13,2014-03-13,1676.71337891
270787,Osasuna,2014-03-14,2014-03-16,1678.04138184
270788,Osasuna,2014-03-17,2014-03-18,1675.27783203
270789,Osasuna,2014-03-19,2014-03-20,1675.31567383
270790,Osasuna,2014-03-21,2014-03-22,1675.40490723
270791,Osasuna,2014-03-23,2014-03-23,1675.40490723
270792,Osasuna,2014-03-24,2014-03-26,1668.5291748
270793,Osasuna,2014-03-27,2014-03-27,1662.31213379
270794,Osasuna,2014-03-28,2014-03-30,1662.31213379
270795,Osasuna,2014-03-31,2014-03-31,1664.203125
270796,Osasuna,2014-04-01,2014-04-02,1664.203125
270797,Osasuna,2014-04-03,2014-04-03,1666.19775391
270798,Osasuna,2014-04-04,2014-04-04,1659.15649414
270799,Osasuna,2014-04-05,2014-04-05,1668.72973633
270800,Osasuna,2014-04-06,2014-04-06,1668.72973633
270801,Osasuna,2014-04-07,2014-04-08,1668.72973633
270802,Osasuna,2014-04-09,2014-04-09,1667.94018555
270803,Osasuna,2014-04-10,2014-04-10,1667.94018555
270804,Osasuna,2014-04-11,2014-04-11,1683.23583984
270805,Osasuna,2014-04-12,2014-04-12,1681.08288574
270806,Osasuna,2014-04-13,2014-04-13,1681.08288574
270807,Osasuna,2014-04-14,2014-04-17,1681.08288574
270808,Osasuna,2014-04-18,2014-04-19,1681.08288574
270809,Osasuna,2014-04-20,2014-04-20,1682.38208008
270810,Osasuna,2014-04-21,2014-04-22,1682.38208008
270811,Osasuna,2014-04-23,2014-04-23,1681.89538574
270812,Osasuna,2014-04-24,2014-04-26,1683.38818359
270813,Osasuna,2014-04-27,2014-04-28,1681.79333496
270814,Osasuna,2014-04-29,2014-04-29,1681.79333496
270815,Osasuna,2014-04-30,2014-04-30,1687.02172852
270816,Osasuna,2014-05-01,2014-05-01,1691.31066895
270817,Osasuna,2014-05-02,2014-05-03,1691.31066895
270818,Osasuna,2014-05-04,2014-05-04,1678.17590332
270819,Osasuna,2014-05-05,2014-05-09,1678.17590332
270820,Osasuna,2014-05-10,2014-05-10,1678.17590332
270821,Osasuna,2014-05-11,2014-05-11,1678.17590332
270822,Osasuna,2014-05-12,2014-05-14,1680.98510742
270823,Osasuna,2014-05-15,2014-05-18,1681.21008301
270824,Osasuna,2014-05-19,2014-05-25,1687.16870117
270825,Osasuna,2014-05-26,2014-07-01,1687.16870117
270826,Osasuna,2014-07-02,2014-07-27,1687.16870117
270827,Osasuna,2014-07-28,2014-07-31,1687.16870117
270828,Osasuna,2014-08-01,2014-08-06,1687.42443848
270829,Osasuna,2014-08-07,2014-08-07,1687.42443848
270830,Osasuna,2014-08-08,2014-08-10,1687.46606445
270831,Osasuna,2014-08-11,2014-08-16,1687.46606445
270832,Osasuna,2014-08-17,2014-08-17,1687.46606445
270833,Osasuna,2014-08-18,2014-08-19,1687.46606445
270834,Osasuna,2014-08-20,2014-08-21,1687.92456055
270835,Osasuna,2014-08-22,2014-08-23,1688.73864746
270836,Osasuna,2014-08-24,2014-08-24,1695.6427002
270837,Osasuna,2014-08-25,2014-08-27,1695.6427002
270838,Osasuna,2014-08-28,2014-08-28,1698.86694336
270839,Osasuna,2014-08-29,2014-08-30,1690.32189941
270840,Osasuna,2014-08-31,2014-08-31,1689.3314209
270841,Osasuna,2014-09-01,2014-09-06,1689.3314209
270842,Osasuna,2014-09-07,2014-09-12,1670.1114502
270843,Osasuna,2014-09-13,2014-09-13,1670.1114502
270844,Osasuna,2014-09-14,2014-09-16,1667.72143555
270845,Osasuna,2014-09-17,2014-09-17,1664.25952148
270846,Osasuna,2014-09-18,2014-09-18,1663.37121582
270847,Osasuna,2014-09-19,2014-09-20,1664.37365723
270848,Osasuna,2014-09-21,2014-09-21,1664.37365723
270849,Osasuna,2014-09-22,2014-09-23,1669.67749023
270850,Osasuna,2014-09-24,2014-09-26,1669.67749023
270851,Osasuna,2014-09-27,2014-09-27,1669.67749023
270852,Osasuna,2014-09-28,2014-09-28,1659.42724609
270853,Osasuna,2014-09-29,2014-09-30,1659.42724609
270854,Osasuna,2014-10-01,2014-10-01,1651.97033691
270855,Osasuna,2014-10-02,2014-10-02,1653.91027832
270856,Osasuna,2014-10-03,2014-10-04,1652.96154785
270857,Osasuna,2014-10-05,2014-10-05,1633.68432617
270858,Osasuna,2014-10-06,2014-10-11,1633.68432617
270859,Osasuna,2014-10-12,2014-10-18,1622.65319824
